date,inflow,storage,elevation,precip,tmax,tmin
2010-01-01,240.0,21600.0,2625.22,0.0,-3.81,-15.11
2010-01-02,297.87,21538.7,2625.2,14.57,-5.76,-14.99
2010-01-03,257.58,21453.3,2625.16,0.0,-8.74,-16.29
2010-01-04,240.97,21357.9,2625.12,0.0,-1.02,-13.64
2010-01-05,218.86,21249.3,2625.07,0.0,-2.54,-14.95
2010-01-06,202.67,21130.9,2625.01,0.0,-3.56,-14.66
2010-01-07,214.78,21019.8,2624.96,1.48,-4.0,-17.09
2010-01-08,195.98,20897.4,2624.91,0.0,-10.89,-19.01
2010-01-09,173.36,20761.5,2624.85,0.0,-6.12,-18.19
2010-01-10,158.33,20616.5,2624.78,0.0,-5.29,-18.02
2010-01-11,138.25,20459.5,2624.71,0.0,-6.49,-16.8
2010-01-12,148.52,20308.6,2624.65,0.81,-8.07,-18.44
2010-01-13,168.44,20169.7,2624.59,0.0,-6.41,-16.92
2010-01-14,161.32,20026.5,2624.52,0.0,-3.67,-14.24
2010-01-15,180.98,19895.1,2624.46,0.0,-1.12,-15.43
2010-01-16,233.87,19795.5,2624.42,0.0,-3.67,-15.33
2010-01-17,223.02,19689.3,2624.37,0.0,-3.38,-13.49
2010-01-18,210.14,19575.4,2624.32,0.0,-1.56,-13.47
2010-01-19,224.54,19470.2,2624.27,0.0,0.43,-10.45
2010-01-20,228.76,19367.5,2624.23,0.0,-1.86,-13.36
2010-01-21,255.51,19280.8,2624.19,0.0,-3.73,-15.82
2010-01-22,251.03,19191.5,2624.15,0.0,-7.53,-16.13
2010-01-23,269.64,19113.3,2624.11,6.57,-11.4,-20.76
2010-01-24,247.49,19021.8,2624.07,0.0,-6.88,-18.4
2010-01-25,212.73,18909.5,2624.02,0.0,-7.95,-17.97
2010-01-26,204.77,18792.3,2623.97,0.0,-9.12,-23.79
2010-01-27,186.89,18664.5,2623.91,0.0,-10.73,-19.56
2010-01-28,185.16,18535.6,2623.86,0.0,-10.68,-21.71
2010-01-29,201.63,18416.6,2623.8,0.0,-10.93,-22.12
2010-01-30,232.49,18316.2,2623.76,0.0,-7.21,-18.14
2010-01-31,240.55,18220.5,2623.72,0.0,-10.21,-22.37
2010-02-01,215.16,18109.6,2623.67,0.0,-11.91,-21.85
2010-02-02,216.79,17999.7,2623.62,0.0,-12.33,-21.94
2010-02-03,232.14,17899.1,2623.57,0.0,-7.5,-16.47
2010-02-04,243.15,17805.0,2623.53,0.0,-9.32,-19.4
2010-02-05,247.43,17713.5,2623.49,0.0,-0.88,-13.86
2010-02-06,218.71,17604.7,2623.44,0.0,-1.32,-14.15
2010-02-07,212.8,17492.4,2623.39,0.0,0.57,-10.21
2010-02-08,196.56,17370.4,2623.34,0.0,1.22,-9.89
2010-02-09,174.32,17235.0,2623.28,0.0,-1.57,-12.9
2010-02-10,154.97,17088.0,2623.21,0.0,0.47,-11.54
2010-02-11,171.15,16950.7,2623.15,0.0,2.98,-8.27
2010-02-12,175.41,16816.0,2623.09,0.0,5.79,-6.72
2010-02-13,183.08,16685.9,2623.03,0.0,0.72,-9.5
2010-02-14,194.29,16562.5,2622.98,0.08,5.47,-5.88
2010-02-15,204.33,16445.1,2622.92,0.0,5.81,-6.54
2010-02-16,186.01,16316.8,2622.87,0.0,0.22,-9.82
2010-02-17,189.54,16190.5,2622.81,0.0,-1.07,-12.0
2010-02-18,174.5,16055.2,2622.75,0.0,0.6,-9.58
2010-02-19,182.68,15924.9,2622.69,0.0,1.92,-8.6
2010-02-20,206.33,15808.7,2622.64,0.0,-1.81,-11.03
2010-02-21,204.37,15691.3,2622.59,0.0,1.28,-10.05
2010-02-22,204.17,15573.9,2622.53,0.0,-0.49,-12.48
2010-02-23,217.82,15464.6,2622.49,3.29,0.01,-10.76
2010-02-24,244.11,15371.1,2622.44,0.0,-3.18,-14.51
2010-02-25,298.2,15310.0,2622.42,0.45,-3.01,-14.3
2010-02-26,307.07,15254.3,2622.39,0.0,-3.96,-16.4
2010-02-27,331.27,15213.1,2622.37,1.23,-0.52,-12.98
2010-02-28,375.79,15198.6,2622.37,0.0,2.12,-12.8
2010-03-01,366.36,15178.4,2622.36,0.0,-1.54,-13.05
2010-03-02,412.97,15186.2,2622.36,0.0,-4.1,-16.41
2010-03-03,368.12,15167.1,2622.35,0.0,-5.98,-16.77
2010-03-04,343.91,15133.5,2622.34,0.0,-3.91,-14.47
2010-03-05,319.17,15085.0,2622.32,0.0,-2.87,-14.03
2010-03-06,315.53,15034.4,2622.29,1.96,-3.83,-15.36
2010-03-07,326.91,14990.6,2622.27,0.0,0.76,-10.67
2010-03-08,310.22,14936.7,2622.25,0.0,-0.37,-11.23
2010-03-09,317.63,14887.3,2622.23,0.0,-0.61,-11.76
2010-03-10,319.77,14839.2,2622.21,0.0,-4.58,-13.02
2010-03-11,277.22,14765.6,2622.17,0.0,3.8,-6.56
2010-03-12,277.92,14692.4,2622.14,0.0,2.86,-10.76
2010-03-13,276.62,14618.4,2622.11,0.0,3.79,-6.92
2010-03-14,291.18,14553.1,2622.08,1.98,3.09,-7.27
2010-03-15,291.66,14488.1,2622.05,0.0,3.08,-9.98
2010-03-16,283.78,14418.4,2622.02,0.0,0.25,-12.43
2010-03-17,275.29,14343.6,2621.99,0.0,6.55,-3.59
2010-03-18,296.35,14281.5,2621.96,0.0,8.42,-1.6
2010-03-19,326.53,14237.4,2621.94,0.0,3.42,-8.06
2010-03-20,327.3,14193.8,2621.92,0.0,1.73,-11.87
2010-03-21,289.52,14127.6,2621.89,0.0,1.19,-11.99
2010-03-22,277.59,14054.1,2621.86,0.0,-3.83,-14.0
2010-03-23,281.19,13982.9,2621.82,0.0,-0.81,-11.32
2010-03-24,344.32,13949.5,2621.81,6.76,0.49,-10.68
2010-03-25,316.11,13899.2,2621.79,0.0,4.37,-6.01
2010-03-26,293.11,13835.1,2621.76,0.0,4.59,-7.14
2010-03-27,282.56,13764.7,2621.73,0.0,3.54,-8.86
2010-03-28,260.2,13680.8,2621.69,0.0,1.44,-9.77
2010-03-29,255.71,13594.3,2621.65,0.0,4.86,-3.97
2010-03-30,250.91,13504.8,2621.61,0.0,6.3,-4.49
2010-03-31,252.95,13416.6,2621.57,0.0,12.19,-0.8
2010-04-01,251.67,13327.7,2621.53,0.0,7.55,-2.85
2010-04-02,271.32,13250.5,2621.5,1.6,3.18,-8.52
2010-04-03,250.51,13160.8,2621.46,0.0,2.93,-7.62
2010-04-04,261.67,13077.8,2621.42,0.29,4.47,-5.48
2010-04-05,335.74,13039.3,2621.4,11.84,5.49,-7.92
2010-04-06,349.05,13008.8,2621.39,0.0,6.17,-4.49
2010-04-07,340.9,12973.3,2621.37,1.01,7.53,-4.56
2010-04-08,335.14,12934.5,2621.36,0.0,5.13,-6.56
2010-04-09,280.12,12862.6,2621.32,0.0,9.24,-4.32
2010-04-10,244.18,12769.1,2621.28,0.65,9.37,-2.53
2010-04-11,248.11,12678.0,2621.24,3.87,9.85,-1.02
2010-04-12,253.14,12589.9,2621.2,0.0,11.0,-1.17
2010-04-13,236.38,12491.8,2621.16,0.0,12.83,4.41
2010-04-14,227.93,12388.6,2621.11,0.0,10.78,0.46
2010-04-15,251.97,12299.8,2621.07,0.0,11.06,1.33
2010-04-16,260.52,12216.1,2621.04,7.13,11.76,0.35
2010-04-17,295.96,12153.7,2621.01,0.0,13.64,-0.6
2010-04-18,295.18,12090.8,2620.98,0.0,12.42,-0.01
2010-04-19,301.48,12031.8,2620.95,0.0,7.73,-1.89
2010-04-20,304.36,11974.4,2620.93,0.0,10.18,0.83
2010-04-21,292.94,11910.2,2620.9,0.0,8.7,-3.0
2010-04-22,286.51,11842.1,2620.87,0.84,5.64,-5.8
2010-04-23,301.07,11782.8,2620.84,0.0,9.86,-1.11
2010-04-24,290.91,11717.4,2620.81,0.0,11.96,1.54
2010-04-25,298.82,11656.7,2620.79,0.0,4.81,-5.32
2010-04-26,300.37,11597.0,2620.76,0.0,8.08,-1.75
2010-04-27,289.74,11530.8,2620.73,0.0,3.59,-5.89
2010-04-28,298.32,11469.8,2620.7,0.0,8.0,-3.85
2010-04-29,397.98,11468.7,2620.7,0.0,7.13,-2.61
2010-04-30,416.44,11478.6,2620.71,0.0,9.8,1.68
2010-05-01,391.1,11473.2,2620.7,0.0,16.61,5.3
2010-05-02,427.18,11489.6,2620.71,0.0,10.35,0.99
2010-05-03,462.99,11527.4,2620.73,0.27,15.94,4.95
2010-05-04,423.95,11541.8,2620.74,0.0,13.22,1.14
2010-05-05,467.84,11582.5,2620.75,0.0,10.59,-0.03
