date,inflow,storage,elevation,precip,tmax,tmin
2010-01-01,320.0,28800.0,2488.68,0.0,-4.87,-14.61
2010-01-02,310.95,28660.3,2488.62,0.0,-3.98,-12.65
2010-01-03,305.5,28517.2,2488.57,0.0,-6.93,-15.0
2010-01-04,324.15,28385.4,2488.52,0.0,-11.13,-23.91
2010-01-05,342.04,28264.3,2488.47,0.0,-11.6,-23.17
2010-01-06,334.69,28138.8,2488.42,0.0,-9.47,-20.1
2010-01-07,298.01,27991.3,2488.36,0.0,-8.41,-19.77
2010-01-08,280.25,27833.1,2488.3,0.0,-6.71,-15.28
2010-01-09,297.07,27685.0,2488.24,4.92,-7.73,-16.4
2010-01-10,341.76,27563.8,2488.2,0.0,-8.98,-19.43
2010-01-11,315.56,27426.8,2488.14,0.0,-5.35,-15.43
2010-01-12,365.75,27319.9,2488.1,12.5,-7.88,-20.59
2010-01-13,334.84,27194.5,2488.05,0.0,-6.53,-17.38
2010-01-14,348.3,27077.2,2488.01,0.0,-7.82,-17.93
2010-01-15,321.92,26944.0,2487.96,0.0,-8.95,-19.32
2010-01-16,318.78,26809.0,2487.9,0.0,-7.28,-19.46
2010-01-17,293.62,26658.8,2487.85,0.0,-7.32,-19.24
2010-01-18,306.4,26516.3,2487.79,0.0,-3.14,-12.91
2010-01-19,293.02,26365.8,2487.73,0.64,-5.2,-13.31
2010-01-20,290.42,26213.8,2487.67,0.0,-3.94,-14.15
2010-01-21,284.78,26058.3,2487.61,0.0,-4.98,-15.06
2010-01-22,299.87,25911.9,2487.56,0.05,-4.39,-15.09
2010-01-23,266.9,25745.7,2487.49,0.0,-1.99,-13.6
2010-01-24,267.0,25579.6,2487.43,0.0,-6.18,-18.24
2010-01-25,268.46,25414.4,2487.36,0.0,-10.8,-21.15
2010-01-26,256.95,25242.2,2487.3,0.0,-10.8,-21.59
2010-01-27,287.76,25088.6,2487.24,0.0,-11.45,-22.61
2010-01-28,242.01,24907.4,2487.17,0.0,-12.64,-25.36
2010-01-29,227.53,24717.6,2487.09,0.0,-16.02,-26.15
2010-01-30,234.9,24532.3,2487.02,0.0,-9.91,-21.27
2010-01-31,241.55,24350.9,2486.95,0.0,-4.18,-16.23
2010-02-01,261.51,24181.5,2486.89,0.0,-8.54,-20.01
2010-02-02,220.2,23987.3,2486.81,0.0,-10.96,-23.71
2010-02-03,241.58,23805.9,2486.74,0.0,-10.69,-20.01
2010-02-04,252.34,23631.0,2486.67,0.0,-11.32,-19.69
2010-02-05,263.56,23462.8,2486.61,0.0,-11.03,-21.9
2010-02-06,289.01,23309.9,2486.55,0.0,-8.86,-17.98
2010-02-07,284.89,23154.5,2486.49,0.0,-10.69,-20.68
2010-02-08,274.04,22992.6,2486.43,0.0,-6.46,-16.34
2010-02-09,259.04,22821.7,2486.36,8.99,-2.05,-13.39
2010-02-10,248.43,22644.5,2486.29,0.0,4.74,-8.14
2010-02-11,234.35,22458.8,2486.22,0.58,0.58,-10.44
2010-02-12,228.99,22269.8,2486.15,1.68,0.81,-10.77
2010-02-13,252.44,22095.0,2486.08,0.0,0.11,-11.82
2010-02-14,240.77,21913.1,2486.01,0.0,-6.84,-19.39
2010-02-15,247.56,21735.3,2485.94,0.0,-4.33,-13.84
2010-02-16,227.67,21545.6,2485.87,0.0,-1.64,-10.92
2010-02-17,244.89,21366.2,2485.8,0.0,-2.98,-12.16
2010-02-18,247.93,21188.7,2485.73,0.75,-5.45,-13.56
2010-02-19,203.66,20984.5,2485.65,0.0,-7.03,-18.33
2010-02-20,240.29,20802.4,2485.58,7.03,-11.4,-22.63
2010-02-21,222.25,20609.4,2485.5,0.0,-8.87,-18.87
2010-02-22,232.45,20422.6,2485.43,0.0,-8.59,-16.98
2010-02-23,223.4,20230.3,2485.36,0.0,-6.28,-17.11
2010-02-24,210.54,20030.3,2485.28,0.0,-4.49,-17.32
2010-02-25,206.26,19827.7,2485.2,0.0,-4.79,-17.08
2010-02-26,226.74,19637.5,2485.13,0.0,-3.39,-15.07
2010-02-27,235.85,19452.7,2485.06,0.0,-2.45,-12.3
2010-02-28,253.17,19278.2,2484.99,1.62,-2.41,-13.62
2010-03-01,243.38,19098.0,2484.92,0.0,-5.21,-14.93
2010-03-02,236.4,18913.5,2484.85,0.0,-10.13,-20.39
2010-03-03,231.76,18726.2,2484.77,0.0,-10.85,-20.53
